780,阿克塞,2015/4/1 0:00:00,23,7,扬沙转沙尘暴,东风,4-5级~6-7级,94.452300570000006,39.025889610000000
810,安阳,2015/4/1 0:00:00,9,6,小雨,东北风~北风,4-5级~3-4级,114.351806500000000,36.110266719999998
840,安陆,2015/4/1 0:00:00,22,18,多云转中雨,微风,小于3级,113.633387300000000,31.304354860000000
870,安吉,2015/4/1 0:00:00,31,18,多云,微风,小于3级,119.583157900000000,30.626370489999999
900,安庆,2015/4/1 0:00:00,30,19,多云转阴,南风~西南风,小于3级~3-4级,117.058738800000000,30.537897820000001
930,安溪,2015/4/1 0:00:00,32,21,多云,微风,小于3级,117.911632400000000,25.125684140000001
960,安义,2015/4/1 0:00:00,32,19,晴,微风,小于3级,115.595202400000010,28.836411859999998
990,安福,2015/4/1 0:00:00,31,20,晴,南风,小于3级,114.455591000000000,27.361338379999999
1020,安远,2015/4/1 0:00:00,30,20,多云,微风,小于3级,115.396612600000000,25.238854100000001
1050,安源,2015/4/1 0:00:00,33,19,多云转晴,西南风,小于3级,113.878868900000000,27.645394990000000
1080,安仁,2015/4/1 0:00:00,33,21,多云转晴,南风,3-4级,113.365698900000000,26.580785899999999
1110,安乡,2015/4/1 0:00:00,29,21,多云转阵雨,南风,小于3级,112.162436799999990,29.448996009999998
1140,安化,2015/4/1 0:00:00,29,18,晴转阵雨,南风,小于3级,111.390781600000000,28.286580099999998
1170,安顺,2015/4/1 0:00:00,27,16,多云转晴,南风,小于3级,105.928270000000000,26.228594579999999
1200,安龙,2015/4/1 0:00:00,30,19,多云,南风,小于3级,105.380223900000000,25.139971169999999
1230,安县,2015/4/1 0:00:00,23,17,小雨转阵雨,旋转风,小于3级,104.368786000000000,31.589181640000000
1260,安岳,2015/4/1 0:00:00,30,20,多云转小雨,北风,小于3级,105.400875799999990,29.999677269999999
1290,阿坝,2015/4/1 0:00:00,19,0,阴转多云,西南风,小于3级,102.228564700000010,31.905762859999999
1320,都安,2015/4/1 0:00:00,30,23,多云,南风,小于3级,108.118060700000000,24.169778070000000
1350,澳门,2015/4/1 0:00:00,26,22,多云,微风,小于3级,113.557519099999990,22.204117990000000
1380,北京,2015/4/1 0:00:00,14,5,多云转小雨,微风,小于3级,116.395645000000000,39.929985780000003
1410,宝山,2015/4/1 0:00:00,23,17,多云转阴,东南风~东风,小于3级,131.564835899999990,46.529227980000002
1440,宝坻,2015/4/1 0:00:00,15,4,多云转小雨,东风,3-4级,117.411420600000000,39.615544000000000
1470,北辰,2015/4/1 0:00:00,14,3,多云转小雨,东风,3-4级,117.180606100000010,39.259130630000001
1500,北碚,2015/4/1 0:00:00,31,21,多云,微风,小于3级,106.520342500000000,29.866596070000000
1530,巴南,2015/4/1 0:00:00,30,20,多云,微风,小于3级,106.758274200000000,29.378027970000002
1560,璧山,2015/4/1 0:00:00,32,21,多云,微风,小于3级,106.198726600000000,29.567501510000000
1590,宾县,2015/4/1 0:00:00,12,-3,晴,西南风,小于3级~3-4级,127.661612100000000,45.783825430000000
1620,巴彦,2015/4/1 0:00:00,10,-4,晴,西南风,小于3级~3-4级,127.324287400000000,46.340415540000002
1650,拜泉,2015/4/1 0:00:00,14,-4,晴转多云,西风,4-5级,126.021786000000010,47.592255649999998
1680,北安,2015/4/1 0:00:00,11,-3,晴,西北风,3-4级,127.111546000000000,48.115945719999999
1710,勃利,2015/4/1 0:00:00,11,-3,晴,西北风,3-4级,130.818169399999990,45.930545420000001
1740,宝清,2015/4/1 0:00:00,11,-3,晴,西风,3-4级~4-5级,132.409278599999990,46.409383210000001
1770,白城,2015/4/1 0:00:00,16,-4,晴,西风,3-4级,122.840776700000010,45.621086280000000
1800,白山,2015/4/1 0:00:00,11,-5,晴,西风~西南风,小于3级~3-4级,126.435797699999990,41.945859400000003
1830,本溪,2015/4/1 0:00:00,15,-1,晴,东北风,小于3级,123.778062400000000,41.325837630000002
1860,本溪县,2015/4/1 0:00:00,15,-3,晴,东北风,小于3级,123.778062400000000,41.325837630000002
1890,北镇,2015/4/1 0:00:00,13,1,多云,东北风,3-4级~小于3级,121.864549700000000,41.547118019999999
1920,北票,2015/4/1 0:00:00,14,-2,晴转多云,东北风~南风,4-5级~3-4级,120.811884600000000,41.865071030000003
1950,包头,2015/4/1 0:00:00,15,6,小雨转中雨,东风~东南风,3-4级,109.846238500000000,40.647119429999996
1980,巴林左旗,2015/4/1 0:00:00,12,-5,晴转多云,东风,3-4级,119.280766400000000,44.203430810000000
2010,巴林右旗,2015/4/1 0:00:00,11,-4,晴转多云,东风,3-4级,118.946089700000000,43.684786629999998
2040,八里罕,2015/4/1 0:00:00,12,-4,晴转多云,东风,3-4级,119.382497300000000,44.080197939999998
2070,博克图,2015/4/1 0:00:00,9,-7,晴转多云,西风,3-4级,123.289269399999990,49.027032050000003
2100,保定,2015/4/1 0:00:00,13,7,多云转小雨,北风~东风,小于3级,115.494810200000000,38.886564550000003
2130,博野,2015/4/1 0:00:00,14,8,多云转小雨,北风~东风,小于3级,115.487785700000000,38.459123140000003
2160,霸州,2015/4/1 0:00:00,14,4,阴转小雨,东风,小于3级,116.574306000000010,39.109320080000003
2190,泊头,2015/4/1 0:00:00,14,6,多云转阴,东北风,3-4级,116.389236000000000,38.090278710000000
2220,柏乡,2015/4/1 0:00:00,11,8,小雨,北风,4-5级~3-4级,114.707424300000000,37.517418409999998
2250,北戴河,2015/4/1 0:00:00,10,3,多云转阴,东北风~东风,3-4级,119.479320800000000,39.854292579999999
2280,保德,2015/4/1 0:00:00,15,5,小雨转中雨,东南风,小于3级~5-6级,111.142834800000000,38.887135250000000
2310,彬县,2015/4/1 0:00:00,14,11,小雨,微风,小于3级,108.067986300000000,35.051834970000002
2340,白水,2015/4/1 0:00:00,13,9,小雨转中雨,微风,小于3级,109.570166099999990,35.271645919999997
2370,白河,2015/4/1 0:00:00,20,15,阴转中雨,微风,小于3级,109.918375000000000,32.729864669999998
2400,宝鸡,2015/4/1 0:00:00,15,13,中雨,微风,小于3级,107.170645500000010,34.364080809999997
2430,博山,2015/4/1 0:00:00,15,7,小雨,东风,3-4级,117.965552800000000,36.425426899999998
2460,滨州,2015/4/1 0:00:00,14,8,阴,东北风,4-5级~3-4级,117.968292400000000,37.405313939999999
2490,博兴,2015/4/1 0:00:00,14,8,小雨转阴,东北风,4-5级~3-4级,118.225715300000000,37.191353849999999
2520,白碱滩,2015/4/1 0:00:00,2,-4,小雪,微风,小于3级,85.177828509999998,45.633602430000003
2550,巴音布鲁克,2015/4/1 0:00:00,-7,-20,小雪转多云,西北风~北风,5-6级,84.154628630000005,43.037189290000001
2580,博湖,2015/4/1 0:00:00,18,3,多云转阴,北风,3-4级,86.885378770000003,41.857897989999998
2610,巴仑台,2015/4/1 0:00:00,12,2,小雨转多云,北风~微风,3-4级~小于3级,86.318128200000004,42.751696920000001
2640,拜城,2015/4/1 0:00:00,18,4,阴转晴,微风,小于3级,81.901235349999993,42.045285139999997
2670,巴楚,2015/4/1 0:00:00,21,8,多云,微风,小于3级,78.907139000000001,39.618107500000001
2700,布尔津,2015/4/1 0:00:00,-5,-12,多云转小雪,西风,4-5级,87.235518099999993,48.316006610000002
2730,博乐,2015/4/1 0:00:00,-2,-6,多云,西北风,3-4级,81.874284680000002,44.844209020000001
2760,白朗,2015/4/1 0:00:00,14,-2,阴转多云,微风,小于3级,89.104404450000004,28.820023970000001
2790,波密,2015/4/1 0:00:00,13,6,小雨转阴,微风,小于3级,95.556585269999999,30.124827759999999
2820,边坝,2015/4/1 0:00:00,13,6,小雨转阴,微风,小于3级,94.599888919999998,30.891830330000001
2850,八宿,2015/4/1 0:00:00,13,6,小雨转阴,微风,小于3级,96.885641460000002,30.162297750000000
2880,班戈,2015/4/1 0:00:00,6,-7,阴转多云,微风,小于3级,90.123401139999999,31.218112030000000
2910,巴青,2015/4/1 0:00:00,7,-7,阴转多云,微风,小于3级,94.018948800000004,32.198838520000002
2940,比如,2015/4/1 0:00:00,7,-7,阴转多云,微风,小于3级,93.493424140000002,31.447135540000001
2970,班玛,2015/4/1 0:00:00,16,-1,雨夹雪转多云,西风,3-4级~4-5级,100.550428700000000,32.909735759999997
3000,白银,2015/4/1 0:00:00,16,8,小雨,微风,小于3级,104.205649300000000,36.501821829999997
3030,宝丰,2015/4/1 0:00:00,16,7,小雨转大雨,东北风,4-5级,113.035771500000000,33.915497350000003
3060,博爱,2015/4/1 0:00:00,16,9,小雨转中雨,东风~东北风,4-5级,113.075078199999990,35.186006999999996
3090,泌阳,2015/4/1 0:00:00,20,10,中雨,东北风,3-4级~4-5级,113.447174300000000,32.883863640000001
3120,宝应,2015/4/1 0:00:00,23,17,阴转雷阵雨,东风,3-4级,119.455650800000000,33.225833659999999
3150,滨海,2015/4/1 0:00:00,17,11,小雨,东北风,3-4级,120.026608700000000,34.092317180000002
3180,保康,2015/4/1 0:00:00,15,13,中雨,微风,小于3级,111.209905000000010,31.719672650000000
3210,巴东,2015/4/1 0:00:00,24,20,小雨转中雨,微风,小于3级,110.300617399999990,30.827452860000001
3240,北仑,2015/4/1 0:00:00,28,17,多云,南风~东南风,小于3级,121.889418900000000,29.868332320000000
3270,蚌埠,2015/4/1 0:00:00,21,15,中雨转雷阵雨,东北风~东风,4-5级,117.357079900000000,32.929498910000000
3300,亳州,2015/4/1 0:00:00,19,12,大雨转中雨,东北风~东风,4-5级,115.787928200000000,33.871210570000002
3330,保靖,2015/4/1 0:00:00,27,19,多云转阵雨,东南风,小于3级,109.573904700000000,28.672427710000001
3360,白云,2015/4/1 0:00:00,27,18,多云,南风,小于3级,113.331306299999990,23.294514079999999
3390,毕节,2015/4/1 0:00:00,31,15,多云转晴,微风,小于3级,105.333323400000000,27.408562130000000
3420,北川,2015/4/1 0:00:00,24,17,小雨转阵雨,旋转风,小于3级,104.258341400000010,31.962527309999999
3450,巴中,2015/4/1 0:00:00,22,19,中雨,旋转风,小于3级,106.757915800000010,31.869189160000001
3480,布拖,2015/4/1 0:00:00,26,14,晴,旋转风,小于3级,102.881928000000000,27.599974199999998
3510,宝兴,2015/4/1 0:00:00,23,14,小雨,南风~北风,小于3级,102.716893700000000,30.567649710000001
3540,白玉,2015/4/1 0:00:00,20,2,多云,西风~南风,小于3级,99.291922020000001,31.052585680000000
3570,巴塘,2015/4/1 0:00:00,23,7,阴转多云,西南风~南风,小于3级,99.300290950000004,29.916287659999998
3600,博罗,2015/4/1 0:00:00,30,23,多云,微风,小于3级,114.288474800000000,23.352582049999999
3630,宾川,2015/4/1 0:00:00,30,11,多云,微风,小于3级,100.627537700000000,25.875307429999999
3660,保山,2015/4/1 0:00:00,22,12,小雨,微风,小于3级,99.177995609999996,25.120489200000002
3690,宾阳,2015/4/1 0:00:00,31,23,多云,东南风,小于3级,108.940494700000000,23.168344340000001
3720,博白,2015/4/1 0:00:00,31,23,阴转多云,南风,3-4级,109.878904500000000,22.066766170000001
3750,北流,2015/4/1 0:00:00,31,24,阴转多云,南风,3-4级,110.467054600000000,22.528890369999999
3780,百色,2015/4/1 0:00:00,37,22,晴,南风,小于3级,106.631821400000010,23.901512369999999
3810,北海,2015/4/1 0:00:00,30,25,多云,南风,3-4级,109.122627900000000,21.472718239999999
3840,白沙,2015/4/1 0:00:00,35,22,多云,微风,小于3级,109.358585600000000,19.216056139999999
3870,保亭,2015/4/1 0:00:00,32,22,多云,微风,小于3级,109.656113400000000,18.597592349999999
3900,朝阳,2015/4/1 0:00:00,14,5,多云转小雨,微风,小于3级,116.521694900000000,39.958953170000001
3930,昌平,2015/4/1 0:00:00,14,5,多云转小雨,微风,小于3级,116.216456400000000,40.221723550000000
3960,崇明,2015/4/1 0:00:00,22,16,多云转阴,东南风~东风,小于3级,121.535397500000000,31.633564929999999
3990,重庆,2015/4/1 0:00:00,32,21,多云,微风,小于3级,106.530635000000000,29.544606110000000
4020,长寿,2015/4/1 0:00:00,31,21,多云,微风,小于3级,107.146615400000000,29.960491359999999
4050,城口,2015/4/1 0:00:00,20,15,阴转阵雨,微风,小于3级,108.741855200000000,31.888131390000002
4080,长春,2015/4/1 0:00:00,13,-4,晴,东北风~西风,小于3级,125.313642400000010,43.898337609999999
4110,长岭,2015/4/1 0:00:00,13,-4,晴,西南风,3-4级,123.866504300000000,44.305644530000002
4140,长白,2015/4/1 0:00:00,11,-4,晴,西风~西南风,小于3级~3-4级,127.864358400000000,41.584709160000003
4170,长海,2015/4/1 0:00:00,9,3,阴转多云,东北风~东风,5-6级~4-5级,122.748264500000000,39.260108529999997
4200,昌图,2015/4/1 0:00:00,13,-3,晴,东北风~西南风,小于3级~3-4级,123.946409100000000,43.000462120000002
4230,朝阳,2015/4/1 0:00:00,15,-2,晴转多云,东北风~南风,4-5级~3-4级,116.521694900000000,39.958953170000001
4260,赤峰,2015/4/1 0:00:00,12,-4,晴转多云,东风,3-4级,118.930761200000010,42.297112319999997
4290,赤城,2015/4/1 0:00:00,12,1,晴转小雨,西北风~东南风,3-4级~小于3级,115.892222700000000,40.956026260000002
4320,崇礼,2015/4/1 0:00:00,12,-1,晴转小雨,西北风~东南风,3-4级~小于3级,115.219890900000000,41.026059719999999
4350,承德,2015/4/1 0:00:00,15,0,晴转多云,微风,小于3级,117.933822500000010,40.992521050000001
4380,承德县,2015/4/1 0:00:00,14,2,晴转多云,微风,小于3级,118.125718300000000,40.973242180000000
4410,沧州,2015/4/1 0:00:00,13,6,多云转阴,东北风,3-4级,116.863806500000000,38.297615350000001
4440,沧县,2015/4/1 0:00:00,13,6,多云转阴,东北风,3-4级,116.862713799999990,38.302138700000000
4470,成安,2015/4/1 0:00:00,12,8,小雨,北风,4-5级~3-4级,114.704774700000000,36.428150649999999
4500,磁县,2015/4/1 0:00:00,12,8,小雨转中雨,北风,4-5级~3-4级,114.255100700000000,36.406730600000003
4530,昌黎,2015/4/1 0:00:00,13,5,多云转阴,东北风~东风,3-4级,119.094621500000000,39.638021160000001
4560,长治,2015/4/1 0:00:00,8,6,小到中雨,东南风,小于3级,113.120292100000000,36.201664389999998
4590,长安,2015/4/1 0:00:00,15,11,小雨转中雨,东风,小于3级,114.592621600000000,38.076874799999999
4620,淳化,2015/4/1 0:00:00,12,10,小雨转中雨,微风,小于3级,108.570218800000010,34.869115749999999
4650,长武,2015/4/1 0:00:00,12,10,小雨转中雨,微风,小于3级,107.834799700000000,35.170581689999999
4680,澄城,2015/4/1 0:00:00,14,11,小雨转中雨,微风,小于3级,109.901605200000010,35.222564490000003
4710,城固,2015/4/1 0:00:00,21,18,小雨转中雨,微风,小于3级,107.260837000000000,33.223582829999998
4740,陈仓,2015/4/1 0:00:00,15,12,中雨,微风,小于3级,106.923580900000000,34.482540080000000
4770,长清,2015/4/1 0:00:00,13,7,小雨转阴,东北风,4-5级~3-4级,116.803552300000010,36.428570219999997
4800,长岛,2015/4/1 0:00:00,11,6,小雨转多云,东北风~东风,6-7级~5-6级,120.755996200000000,38.077456269999999
4830,昌乐,2015/4/1 0:00:00,15,7,小雨,东北风,3-4级,118.913913900000000,36.535532050000000
4860,昌邑,2015/4/1 0:00:00,13,7,小雨,东北风,3-4级,126.326513100000000,44.023897560000002
4890,苍山,2015/4/1 0:00:00,18,8,小雨转阴,东风~东南风,4-5级,117.998341800000010,34.865344010000001
4920,曹县,2015/4/1 0:00:00,15,10,小到中雨,北风,3-4级,115.553600700000000,34.827952770000003
4950,成武,2015/4/1 0:00:00,15,10,小到中雨,北风,3-4级,115.944988600000000,34.989110949999997
4980,成山头,2015/4/1 0:00:00,9,5,阴转多云,东北风~东风,6-7级~5-6级,122.710805900000000,37.400766619999999
5010,茌平,2015/4/1 0:00:00,13,8,小雨,北风,3-4级,116.180173800000010,36.588519730000002
5040,昌吉,2015/4/1 0:00:00,2,-5,小雪,西北风~微风,3-4级~小于3级,87.073618049999993,44.175083450000002
5070,策勒,2015/4/1 0:00:00,25,11,晴,微风,小于3级,81.097995720000000,37.084313860000002
5100,错那,2015/4/1 0:00:00,6,-6,阵雪转多云,微风,小于3级,92.900839360000006,27.672829900000000
5130,措美,2015/4/1 0:00:00,16,-4,阵雪转多云,微风,小于3级,91.515317830000001,28.576671160000000
5160,察隅,2015/4/1 0:00:00,19,10,小雨转阴,微风,小于3级,97.069123599999998,28.681697629999999
5190,昌都,2015/4/1 0:00:00,18,4,小雨转阴,微风,小于3级,97.185581580000004,31.140575630000001
5220,察雅,2015/4/1 0:00:00,18,4,小雨转阴,微风,小于3级,97.843885610000001,30.589053310000001
5250,措勤,2015/4/1 0:00:00,8,-4,多云转阴,微风,小于3级,85.210285810000002,30.749850800000001
5280,称多,2015/4/1 0:00:00,15,0,雨夹雪转多云,西风,小于3级~3-4级,97.001973840000005,33.935171840000002
5310,崇信,2015/4/1 0:00:00,14,10,小到中雨,东南风,小于3级,107.003776400000010,35.249102890000003
5340,成县,2015/4/1 0:00:00,17,14,小到中雨,微风,小于3级,105.688289000000000,33.747296640000002
5370,长垣,2015/4/1 0:00:00,12,8,中雨转小雨,东北风,4-5级,114.766903300000000,35.218127610000003
5400,长葛,2015/4/1 0:00:00,16,7,中雨转小雨,东北风,4-5级,113.855568199999990,34.236601229999998
5430,常熟,2015/4/1 0:00:00,25,18,多云转阴,东南风~东风,3-4级~4-5级,120.831486000000000,31.669446050000001
5460,楚州,2015/4/1 0:00:00,20,12,雷阵雨转小雨,东北风~东风,3-4级,119.303106500000000,33.504017890000000
5490,常州,2015/4/1 0:00:00,25,17,多云转阴,东南风,3-4级,119.981860999999990,31.771396740000000
5520,蔡甸,2015/4/1 0:00:00,28,19,多云转雷阵雨,微风~东南风,小于3级~3-4级,113.972064600000000,30.456183520000000
5550,赤壁,2015/4/1 0:00:00,32,20,多云转雷阵雨,微风~南风,小于3级~3-4级,113.889167599999990,29.742560739999998
5580,崇阳,2015/4/1 0:00:00,32,19,晴转雷阵雨,微风,小于3级,114.067935000000010,29.461788700000000
5610,长阳,2015/4/1 0:00:00,24,18,小雨转大雨,微风,小于3级,110.853968499999990,30.482854820000000
5640,淳安,2015/4/1 0:00:00,29,18,晴转多云,南风~东南风,小于3级,118.895764900000000,29.614714230000001
5670,长兴,2015/4/1 0:00:00,29,16,多云,微风~北风,小于3级~3-4级,119.819419800000010,30.983352790000001
5700,慈溪,2015/4/1 0:00:00,29,17,多云转阵雨,南风~东南风,小于3级,121.338408300000000,30.189257120000001
5730,苍南,2015/4/1 0:00:00,26,17,多云,西南风,3-4级,120.445542800000000,27.434436380000001
5760,常山,2015/4/1 0:00:00,32,18,多云,微风,小于3级,118.547670500000000,28.973666160000001
5790,长丰,2015/4/1 0:00:00,21,17,雷阵雨,东北风~东风,3-4级~4-5级,117.174438400000000,32.286111150000004
5820,滁州,2015/4/1 0:00:00,24,17,雷阵雨,东北风~东风,小于3级~4-5级,118.324570400000000,32.317350599999997
5850,巢湖,2015/4/1 0:00:00,13,9,小雨转阴,东风,小于3级,117.880490400000000,31.608732549999999
5880,池州,2015/4/1 0:00:00,30,17,多云转阴,东南风~东风,小于3级~3-4级,117.494476800000000,30.660019250000001
5910,长乐,2015/4/1 0:00:00,32,19,多云,南风,3-4级,119.562719800000000,25.915538439999999
5940,城厢,2015/4/1 0:00:00,29,20,多云,微风,小于3级,118.954442599999990,25.433374870000002
5970,长泰,2015/4/1 0:00:00,31,20,多云,微风,小于3级,117.812987400000000,24.744593710000000
6000,长汀,2015/4/1 0:00:00,30,19,多云,微风,小于3级,116.371883999999990,25.696958500000001
6030,崇仁,2015/4/1 0:00:00,33,18,晴,西南风,3-4级,116.066336500000010,27.714537230000001
6060,崇义,2015/4/1 0:00:00,31,20,多云,微风,小于3级,114.199337000000000,25.679632269999999
6090,长沙,2015/4/1 0:00:00,31,22,晴转多云,南风,小于3级,112.979352800000000,28.213478230000000
6120,茶陵,2015/4/1 0:00:00,33,21,晴,南风,小于3级,113.652481300000010,26.806729310000001
6150,常宁,2015/4/1 0:00:00,33,23,晴,南风,3-4级,112.435504400000000,26.365629349999999
6180,郴州,2015/4/1 0:00:00,31,23,多云转晴,南风,3-4级,113.037704500000000,25.782263980000000
6210,常德,2015/4/1 0:00:00,28,21,多云转阵雨,南风,小于3级,111.653718100000010,29.012148860000000
6240,城步,2015/4/1 0:00:00,30,20,晴,南风,小于3级,110.325302699999990,26.325514569999999
6270,慈利,2015/4/1 0:00:00,25,19,阴转阵雨,北风,小于3级,110.936200400000000,29.397692769999999
6300,辰溪,2015/4/1 0:00:00,30,20,多云,南风,小于3级,110.273008899999990,27.895902090000000
6330,赤水,2015/4/1 0:00:00,30,20,多云,东南风~南风,小于3级,105.920513099999990,28.493333650000000
6360,长顺,2015/4/1 0:00:00,28,19,多云,南风,3-4级,106.404198200000000,26.000476129999999
6390,岑巩,2015/4/1 0:00:00,31,19,多云,北风,小于3级,108.707446800000000,27.365340799999998
6420,从江,2015/4/1 0:00:00,30,23,多云,北风,小于3级,108.729733300000010,25.718843939999999
6450,册亨,2015/4/1 0:00:00,34,21,多云,南风,小于3级,105.838606500000000,24.923561930000002
6480,成都,2015/4/1 0:00:00,26,18,小雨转阴,微风,小于3级,104.067923500000010,30.679942850000000
6510,崇州,2015/4/1 0:00:00,26,18,小雨转阴,北风,小于3级,103.529466900000000,30.719640920000000
6540,长宁,2015/4/1 0:00:00,32,20,多云转晴,微风,小于3级,121.387616100000000,31.213301500000000
6570,苍溪,2015/4/1 0:00:00,23,19,小到中雨,微风,小于3级,106.113283000000000,31.918551659999999
6600,从化,2015/4/1 0:00:00,30,21,多云,微风,小于3级,113.684823800000000,23.680249329999999
6630,潮阳,2015/4/1 0:00:00,29,22,多云,东南风~南风,小于3级,116.485447500000010,23.347253899999998
6660,澄海,2015/4/1 0:00:00,27,21,多云,东南风~南风,小于3级,116.814807800000000,23.532996550000000
6690,赤坎,2015/4/1 0:00:00,28,23,多云,微风,小于3级,110.379723000000000,21.287667890000002
6720,潮州,2015/4/1 0:00:00,30,21,多云,微风,小于3级,116.630076000000000,23.661811680000000
6750,潮安,2015/4/1 0:00:00,30,21,多云,微风,小于3级,116.633844600000000,23.725926800000000
6780,呈贡,2015/4/1 0:00:00,23,13,多云,西南风~微风,3-4级~小于3级,102.872617400000000,24.871681729999999
6810,昌宁,2015/4/1 0:00:00,22,10,小雨,微风,小于3级,99.591112179999996,24.758162810000002
6840,澄江,2015/4/1 0:00:00,26,14,多云,西南风,4-5级,102.946850299999990,24.678380080000000
6870,楚雄,2015/4/1 0:00:00,25,14,多云,微风,小于3级,101.328638000000000,24.880252469999999
6900,沧源,2015/4/1 0:00:00,27,12,多云转阴,微风,小于3级,99.270497930000005,23.274581269999999
6930,崇左,2015/4/1 0:00:00,33,23,多云转晴,东南风,小于3级,107.357322000000000,22.415455300000001
6960,苍梧,2015/4/1 0:00:00,31,23,多云,东风,小于3级,111.298352100000000,23.626737949999999
6990,岑溪,2015/4/1 0:00:00,31,22,多云,东风,小于3级,111.028720200000000,22.925290990000001
7020,长洲,2015/4/1 0:00:00,27,18,多云,东风,小于3级,111.189914200000000,23.560200009999999
7050,澄迈,2015/4/1 0:00:00,36,23,多云,微风,小于3级,109.996736200000000,19.693135070000000
7080,昌江,2015/4/1 0:00:00,37,24,多云,微风,小于3级,117.186199900000010,29.272154839999999
7110,大兴,2015/4/1 0:00:00,14,5,多云转小雨,微风,小于3级,116.425194600000000,39.652790119999999
7140,东丽,2015/4/1 0:00:00,13,5,多云转小雨,东风,3-4级,117.414782300000000,39.139604640000002
7170,大港,2015/4/1 0:00:00,8,0,晴,西北风~西南风,3-4级~小于3级,117.380794400000000,38.729572869999998
7200,垫江,2015/4/1 0:00:00,28,20,多云,微风,小于3级,107.444444500000000,30.259498449999999
7230,大足,2015/4/1 0:00:00,31,20,多云,微风,小于3级,105.747626400000000,29.660708520000000
7260,东宁,2015/4/1 0:00:00,13,-3,多云转晴,微风~西北风,小于3级~4-5级,130.850389100000000,44.032435739999997
7290,大兴安岭,2015/4/1 0:00:00,9,-6,晴转多云,西风~西北风,小于3级~4-5级,124.196104199999990,51.991788970000002
7320,大庆,2015/4/1 0:00:00,12,-3,多云转晴,北风~西北风,3-4级,125.021839700000000,46.596709019999999
7350,杜尔伯特,2015/4/1 0:00:00,12,-4,多云转晴,北风~西北风,小于3级~3-4级,124.246512600000000,46.561613540000003
7380,德惠,2015/4/1 0:00:00,14,-6,晴,东北风~西风,小于3级,125.769044400000000,44.510507150000002
7410,敦化,2015/4/1 0:00:00,12,-5,多云转晴,西北风~西风,小于3级,128.239499300000010,43.560201839999998
7440,大安,2015/4/1 0:00:00,14,-4,晴,西风,3-4级,104.877566400000010,29.411547700000000
7470,东丰,2015/4/1 0:00:00,11,-4,多云转晴,西风,小于3级,125.454808900000000,42.683933900000000
7500,东辽,2015/4/1 0:00:00,12,-3,多云转晴,西风,小于3级,125.184931199999990,42.947925130000002
